Kwdikos proiontos (<kwdikos>-<kwdikos xrwmatos>-<kwdikos megethous>),pricer,discounted_price
57994-016-08,199,169.15
57994-016-06,199,169.15
57994-016-07,199,169.15
57994-488-09,199,169.15
57994-488-08,199,169.15
57994-488-06,199,169.15
57994-488-07,199,169.15
57994-396-09,199,169.15
57994-396-08,199,169.15
57994-396-06,199,169.15
57994-396-07,199,169.15
57994-281-09,199,169.15
57994-281-08,199,169.15
57994-281-06,199,169.15
57994-281-07,199,169.15
58244-488-07,210,157
58244-488-09,210,157
58244-488-08,210,157
58244-488-06,210,157
58166-519-02,299,254.15
58166-519-03,299,254.15
58166-519-04,299,254.15
58166-519-05,299,254.15
57874-545-05,289,245.65
57874-545-02,289,245.65
57874-545-03,289,245.65
57874-545-04,289,245.65
58158-488-02,219,186.15
58158-488-03,219,186.15
58158-488-04,219,186.15
57841-029-02,219,186.15
57841-029-03,219,186.15
57841-029-04,219,186.15
57841-029-05,219,186.15
58158-007-02,219,186.15
58158-007-03,219,186.15
58158-007-04,219,186.15
57503-332-02,249,211.65
57503-332-03,249,211.65
57503-332-04,249,211.65
57503-332-05,249,211.65
57396-015-02,169,143.65
57396-015-03,169,143.65
57396-015-04,169,143.65
58169-332-02,328,99
58169-332-03,328,99
58169-332-04,328,99
58169-332-05,328,99
58154-097-02,179,99
58154-097-03,179,99
58154-097-04,179,99
58154-029-02,179,99
58154-029-03,179,99
58154-029-04,179,99
58148-029-02,277,
58148-029-03,277,
58148-029-04,277,
57725-561-02,165,140.25
57725-561-03,165,140.25
57391-488-05,211,179.35
57391-488-02,211,179.35
57391-488-03,211,179.35
57391-488-04,211,179.35
57369-023-02,169,89
57369-023-03,169,89
57369-023-04,169,89
56660-332-05,313,234
56660-332-06,313,234
57375-023-05,306,260.1
57375-023-04,306,260.1
57375-023-03,306,260.1
57375-023-02,306,260.1
58149-029-05,209,104
58149-029-02,209,104
58149-029-03,209,104
58149-029-04,209,104
58249-396-01,117,
58249-396-02,117,
58249-396-03,117,
58248-012-01,129,77
58248-012-02,129,77
58248-012-03,129,77
58248-012-04,129,77
58248-016-04,129,77
58248-016-01,129,77
58248-016-02,129,77
58248-016-03,129,77
58224-488-02,162,129
58224-488-03,162,129
58224-488-04,162,129
58220-561-02,168,142.8
58220-561-03,168,142.8
58220-561-04,168,142.8
58164-530-02,148,65
58164-530-03,148,65
58164-530-04,148,65
58160-530-02,146,73
58160-530-03,146,73
58160-530-04,146,73
58203-027-02,218,185.3
58203-027-03,218,185.3
58203-027-04,218,185.3
58210-016-02,132,112.2
58210-016-03,132,112.2
58210-016-04,132,112.2
58171-027-02,285,242.25
58171-027-03,285,242.25
58171-027-05,285,242.25
58171-027-04,285,242.25
58208-443-02,131,111.35
58208-443-03,131,111.35
58208-443-04,131,111.35
58150-488-02,277,235.45
58150-488-03,277,235.45
58150-488-04,277,235.45
58150-011-02,277,235.45
58150-011-03,277,235.45
58150-011-04,277,235.45
58167-015-02,289,245.65
58167-015-03,289,245.65
58167-015-04,289,245.65
58167-015-05,289,245.65
57851-015-02,199,169.15
57851-015-03,199,169.15
57763-396-06,192,163.2
57763-396-07,192,163.2
57763-396-08,192,163.2
57763-396-09,192,163.2
56902-029-02,189,160.65
56902-029-03,189,160.65
56902-029-04,189,160.65
57942-488-03,216,183.6
57942-488-04,216,183.6
57850-488-02,218,185.3
57850-488-03,218,185.3
57850-488-04,218,185.3
57850-488-05,218,185.3
58037-015-03,215,182.75
58037-015-02,215,182.75
58037-015-04,215,182.75
57676-521-02,139,69
57676-521-03,139,69
57676-521-04,139,69
58059-029-01,210,178.5
58059-029-02,210,178.5
58059-029-03,210,178.5
58059-029-04,210,178.5
57386-009-05,189,
57386-009-04,189,
57386-009-03,189,
57386-009-02,189,
57807-576-05,126,107.1
57807-576-02,126,107.1
57807-576-03,126,107.1
57807-576-04,126,107.1
57807-561-05,126,107.1
57807-561-02,126,107.1
57807-561-03,126,107.1
57807-561-04,126,107.1
57390-025-05,186,158.1
57390-025-04,186,158.1
57390-025-03,186,158.1
57390-025-02,186,158.1
57873-007-02,149,126.65
57873-007-03,149,126.65
57873-007-04,149,126.65
57391-023-02,211,179.35
57391-023-03,211,179.35
57391-023-04,211,179.35
57391-023-05,211,179.35
57382-396-02,186,158.1
57382-396-03,186,158.1
57382-396-04,186,158.1
57382-488-02,186,158.1
57382-488-04,186,158.1
57382-281-02,186,158.1
57382-281-03,186,158.1
57382-281-04,186,158.1
56068-097-02,199,169.15
56068-097-03,199,169.15
56068-097-04,199,169.15
57971-011-05,66,33
57971-011-02,66,33
57971-011-03,66,33
57971-011-04,66,33
57971-011-01,66,33
57903-009-01,47,23.5
57903-009-02,47,23.5
57973-011-01,54,27
57973-011-02,54,27
57973-011-03,54,27
57973-011-04,54,27
58064-040-01,57,28.5
58064-040-02,57,28.5
58064-040-03,57,28.5
58064-040-04,57,28.5
57948-003-01,46,23
57948-003-02,46,23
57948-003-03,46,23
57948-003-04,46,23
57948-003-05,46,23
57211-060-02,69,19.9
57211-013-02,69,19.9
57945-060-01,42,21
57945-060-02,42,21
57945-060-03,42,21
57945-060-04,42,21
57945-060-05,42,21
58072-040-01,54,27
58072-040-02,54,27
58072-040-03,54,27
58072-040-04,54,27
57900-003-01,47,23.5
57900-003-02,47,23.5
58057-002-01,62,31
58057-002-02,62,31
58057-002-03,62,31
58057-002-04,62,31
57944-002-02,42,21
57944-002-03,42,21
57944-002-04,42,21
57944-002-05,42,21
57944-002-06,42,21
57944-002-07,42,21
58061-332-01,66,33
58061-332-02,66,33
58061-332-03,66,33
58061-332-04,66,33
57947-003-01,41,20.5
57947-003-02,41,20.5
57947-003-03,41,20.5
57947-003-05,41,20.5
58063-029-01,62,31
58063-029-02,62,31
58063-029-03,62,31
58063-029-04,62,31
58072-003-01,54,27
58072-003-02,54,27
58072-003-03,54,27
58072-003-04,54,27
58065-013-01,59,29.5
58065-013-03,59,29.5
58065-013-04,59,29.5
58069-029-02,66,33
58069-029-01,66,33
58069-029-03,66,33
58069-029-04,66,33
58064-029-04,57,28.5
58064-029-01,57,28.5
58064-029-02,57,28.5
58064-029-03,57,28.5
57966-003-02,78,66.3
57966-003-03,78,66.3
57966-003-04,78,66.3
57966-003-05,78,66.3
57966-003-06,78,66.3
56988-005-02,41,28.7
56988-005-03,41,28.7
56988-005-04,41,28.7
56988-005-05,41,28.7
56988-005-06,41,28.7
58071-011-03,69,34.5
58071-011-01,69,34.5
58071-011-02,69,34.5
58071-011-04,69,34.5
58071-029-01,69,34.5
58071-029-02,69,34.5
58071-029-03,69,34.5
58071-029-04,69,34.5
57967-016-01,66,56.1
57998-003-02,135,114.75
58002-003-02,145,72.5
58053-005-01,155,108
58053-005-02,155,108
58053-005-03,155,108
58053-005-04,155,108
57725-020-04,165,140.25
57725-020-02,165,140.25
57725-020-03,165,140.25
58055-036-01,268,227.8
58055-036-02,268,227.8
58055-036-03,268,227.8
58055-036-04,268,227.8
58003-003-02,109,76
58003-003-03,109,76
58003-003-04,109,76
58060-003-03,219,186.15
58060-003-04,219,186.15
58060-003-01,219,186.15
58060-003-02,219,186.15
58001-003-02,125,106.25
58001-003-03,125,106.25
58001-003-04,125,106.25
58035-556-02,169,143.65
58035-556-03,169,143.65
58035-556-04,169,143.65
57997-003-02,96,48
57997-003-03,96,48
57997-003-04,96,48
58067-003-01,139,69.5
58067-003-02,139,69.5
58067-003-03,139,69.5
58067-003-04,139,69.5
58067-029-01,139,69.5
58067-029-02,139,69.5
58067-029-03,139,69.5
58067-029-04,139,69.5
58068-097-01,135,114.75
58068-097-02,135,114.75
58068-097-03,135,114.75
58068-097-04,135,114.75
58075-005-01,72,29
58075-005-02,72,29
58075-005-03,72,29
58075-005-04,72,29
58056-013-01,110,55
58056-013-02,110,55
58056-013-03,110,55
58056-013-04,110,55
58054-556-01,120,102
58054-556-02,120,102
58054-556-03,120,102
58054-556-04,120,102
58051-029-01,124,105.4
58051-029-02,124,105.4
58051-029-03,124,105.4
58051-029-04,124,105.4
58074-003-01,117,58.5
58074-003-02,117,58.5
58074-003-03,117,58.5
58074-003-04,117,58.5
57901-013-01,51,25.5
57901-013-02,51,25.5
57911-009-01,64,44.8
57911-009-02,64,44.8
57892-003-01,60,42
57892-003-02,60,42
57906-011-01,72,50.4
57906-011-02,72,50.4
57896-076-01,68,47.6
57896-076-02,68,47.6
57905-251-01,60,42
57905-251-02,60,42
57897-003-01,68,47.6
57897-003-02,68,47.6
57895-003-01,68,47.6
57895-003-02,68,47.6
58020-040-02,67.7,33.85
58020-040-03,67.7,33.85
58020-040-04,67.7,33.85
58020-040-05,67.7,33.85
58004-040-03,61.9,30.95
58004-040-05,61.9,30.95
58006-013-05,129.9,90.93
58006-013-06,129.9,90.93
58006-013-07,129.9,90.93
58023-003-03,51.9,41.52
58023-003-04,51.9,41.52
58023-003-05,51.9,41.52
58023-003-06,51.9,41.52
58006-013-02,93.99,65.8
58006-013-03,93.99,65.8
58006-013-04,93.99,65.8
58021-369-05,93.99,65.8
57984-003-02,86,43
57984-003-03,86,43
57984-003-04,86,43
57984-003-05,86,43
57983-040-02,83.99,41.99
57983-040-03,83.99,41.99
57983-040-04,83.99,41.99
57983-040-05,83.99,41.99
57914-003-02,56.99,39.9
57914-003-03,56.99,39.9
57914-003-04,56.99,39.9
57914-003-05,56.99,39.9
57914-004-02,56.99,39.9
57914-004-03,56.99,39.9
57914-004-04,56.99,39.9
57914-004-05,56.99,39.9
57914-041-02,56.99,39.9
57914-041-03,56.99,39.9
57914-041-04,56.99,39.9
57914-041-05,56.99,39.9
57913-040-02,69.9,34.95
57913-040-03,69.9,34.95
57913-040-04,69.9,34.95
57913-040-05,69.9,34.95
57913-040-06,69.9,34.95
57883-013-01,97,48.5
57883-013-02,97,48.5
57883-013-03,97,48.5
57883-013-04,97,48.5
57882-003-05,99,49.5
57882-003-04,99,49.5
57882-003-03,99,49.5
57882-003-02,99,49.5
57882-003-01,99,49.5
57880-003-01,99,49.5
57880-003-02,99,49.5
57880-003-03,99,49.5
57880-003-04,99,49.5
57880-003-05,99,49.5
57881-003-01,103,51.5
57881-003-02,103,51.5
57881-003-03,103,51.5
57881-003-04,103,51.5
57881-003-05,103,51.5
57879-015-01,140.25,70.13
57879-015-02,140.25,70.13
57879-015-03,140.25,70.13
57879-015-04,140.25,70.13
57879-015-05,140.25,70.13
57879-281-03,140.25,70.13
57879-281-01,140.25,70.13
57879-281-02,140.25,70.13
57879-281-04,140.25,70.13
57879-281-05,140.25,70.13
57879-003-01,140.25,70.13
57879-003-02,140.25,70.13
57879-003-03,140.25,70.13
57879-003-04,140.25,70.13
57879-003-05,140.25,70.13
57878-003-01,140.25,70.13
57878-003-02,140.25,70.13
57878-003-03,140.25,70.13
57878-003-04,140.25,70.13
57878-003-05,140.25,70.13
57878-281-01,140.25,70.13
57878-281-02,140.25,70.13
57878-281-03,140.25,70.13
57878-281-04,140.25,70.13
57878-281-05,140.25,70.13
57869-005-01,101,70.7
57869-005-02,101,70.7
57869-005-03,101,70.7
57869-005-04,101,70.7
57869-005-05,101,70.7
57871-003-01,117.5,58.75
57871-003-02,117.5,58.75
57871-003-03,117.5,58.75
57871-003-04,117.5,58.75
57871-003-05,117.5,58.75
57866-013-05,80.5,40.25
57866-013-04,80.5,40.25
57866-013-03,80.5,40.25
57866-013-01,80.5,40.25
57866-013-02,80.5,40.25
57868-040-01,125.75,62.88
57868-040-02,125.75,62.88
57868-040-03,125.75,62.88
57868-040-04,125.75,62.88
57868-040-05,125.75,62.88
57868-058-01,125.75,62.88
57868-058-02,125.75,62.88
57868-058-03,125.75,62.88
57868-058-04,125.75,62.88
57868-058-05,125.75,62.88
57865-003-01,97,48.5
57865-003-02,97,48.5
57865-003-03,97,48.5
57865-003-04,97,48.5
57865-003-05,97,48.5
57874-332-02,289,245.65
57874-332-03,289,245.65
57874-332-04,289,245.65
57874-332-05,289,245.65
57860-396-02,218,185.3
57860-396-03,218,185.3
57860-396-04,218,185.3
57860-396-05,218,185.3
57859-332-02,240,204
57859-332-03,240,204
57859-332-04,240,204
57859-545-02,240,204
57859-545-03,240,204
57859-545-04,240,204
57859-023-02,240,204
57859-023-03,240,204
57859-023-04,240,204
57858-332-02,199,169.15
57858-332-03,199,169.15
57858-332-04,199,169.15
57858-332-05,199,169.15
57858-396-02,199,169.15
57873-022-02,149,126.65
57873-022-03,149,126.65
57873-022-04,149,126.65
57861-011-02,189,89
57861-011-03,189,89
57857-519-02,204,173.4
57857-519-03,204,173.4
57857-519-04,204,173.4
57855-020-02,189,160.65
57855-020-03,189,160.65
57855-020-04,189,160.65
57855-020-05,189,160.65
57854-561-02,204,173.4
57854-561-03,204,173.4
57854-561-04,204,173.4
57853-332-02,251,
57853-332-03,251,
57853-332-04,251,
57853-051-02,251,
57853-051-03,251,
57853-051-04,251,
57850-396-02,218,185.3
57850-396-03,218,185.3
57850-396-04,218,185.3
57850-396-05,218,185.3
57849-556-02,182,154.7
57849-556-03,182,154.7
57849-556-04,182,154.7
57849-556-05,182,154.7
57848-012-02,187,
57848-012-03,187,
57848-012-04,187,
57848-012-05,187,
57847-013-02,199,169.15
57847-013-03,199,169.15
57847-013-04,199,169.15
57852-544-02,189,160.65
57852-544-03,189,160.65
57852-544-04,189,160.65
57851-443-04,199,169.15
57851-443-02,199,169.15
57851-443-03,199,169.15
57851-097-02,199,169.15
57851-097-03,199,169.15
57851-097-04,199,169.15
57845-028-02,232,197.2
57845-028-03,232,197.2
57845-028-04,232,197.2
57845-028-05,232,197.2
57842-096-02,176,149.6
57842-096-03,176,149.6
57842-096-04,176,149.6
57842-096-05,176,149.6
57842-096-06,176,149.6
57841-332-02,219,186.15
57841-332-03,219,186.15
57841-332-04,219,186.15
57841-332-05,219,186.15
57840-488-02,229,99
57840-488-03,229,99
57840-488-04,229,99
57840-488-05,229,99
57840-488-06,229,99
57839-488-02,178,151.3
57830-052-03,345,293.25
57830-023-04,345,293.25
57829-016-03,259,220.15
57805-332-02,262,
57805-332-03,262,
57805-332-04,262,
57805-332-05,262,
57805-561-02,262,222.7
57805-561-03,262,222.7
57805-561-04,262,222.7
57805-561-05,262,222.7
57719-332-05,195,165.75
57719-332-04,195,165.75
57719-332-03,195,165.75
57719-332-02,195,165.75
57630-028-02,206,175.1
57630-028-03,206,175.1
57396-550-02,169,143.65
57396-550-03,169,143.65
57396-550-04,169,143.65
57395-097-02,188,94
57395-097-03,188,94
57395-097-04,188,94
57369-488-02,169,118
57369-488-03,169,118
57369-488-04,169,118
57674-332-02,167,105
57674-332-03,167,105
57674-332-04,167,105
57674-007-02,167,105
57674-007-03,167,105
57674-007-04,167,105
57385-097-02,233,198.05
57385-097-03,233,198.05
57385-097-04,233,198.05
56395-097-02,239,203.15
56395-097-03,239,203.15
56395-097-04,239,203.15
56061-028-05,258,219.3
56061-028-02,258,219.3
56061-028-03,258,219.3
56061-028-04,258,219.3
57806-396-02,169,143.65
57806-396-03,169,143.65
57806-396-04,169,143.65
57806-396-05,169,143.65
57807-016-02,126,107.1
57807-016-03,126,107.1
57807-016-04,126,107.1
57807-016-05,126,107.1
57804-521-03,218,110
57804-521-04,218,110
57804-521-05,218,110
57804-521-02,218,110
57753-029-02,64.9,45.43
57753-029-03,64.9,45.43
57753-029-04,64.9,45.43
57630-488-03,213,181.05
57630-488-04,213,181.05
57630-488-02,213,181.05
57630-051-02,213,181.05
57630-051-03,213,181.05
57630-051-04,213,181.05
57639-530-02,186,158.1
57639-530-03,186,158.1
57639-530-04,186,158.1
57639-530-05,186,158.1
57731-029-02,128,108.8
57731-029-03,128,108.8
57731-029-04,128,108.8
57731-029-05,128,108.8
57073-028-01,196,98
57073-028-02,196,98
57073-028-03,196,98
57073-028-04,196,98
57394-016-02,209,177.65
57394-016-03,209,177.65
57394-016-04,209,177.65
57394-556-02,209,
57394-556-03,209,
57394-556-04,209,
57394-488-02,209,177.65
57394-488-03,209,177.65
57394-488-04,209,177.65
57391-029-02,211,179.35
57391-029-03,211,179.35
57391-029-04,211,179.35
57391-029-05,211,179.35
57457-051-02,129,109.65
57457-051-03,129,109.65
57457-051-04,129,109.65
57457-051-05,129,109.65
57382-016-02,186,158.1
57382-016-03,186,158.1
57382-016-04,186,158.1
57382-556-02,186,158.1
57382-556-03,186,158.1
57382-556-04,186,158.1
57385-561-02,233,198.05
57385-561-03,233,198.05
57385-561-04,233,198.05
56982-011-02,212,180.2
56984-488-05,218,185.3
56984-332-02,218,185.3
56984-332-03,218,185.3
56984-332-04,218,185.3
56984-332-05,218,185.3
57726-051-07,160,136
57723-561-05,195,165.75
57723-561-11,195,165.75
57723-561-09,195,165.75
57723-561-08,195,165.75
57723-561-07,195,165.75
57723-561-06,195,165.75
57723-561-10,195,165.75
57723-396-05,195,165.75
57723-396-07,195,165.75
57723-396-06,195,165.75
57723-007-05,195,165.75
57723-007-06,195,165.75
57723-007-07,195,165.75
57758-097-06,152,129.2
57758-097-07,152,129.2
57758-097-08,152,129.2
57758-097-09,152,129.2
57359-561-04,254,215.9
57359-561-06,254,215.9
57762-097-06,192,163.2
57762-097-07,192,163.2
57762-097-08,192,163.2
57762-097-09,192,163.2
57763-097-06,192,163.2
57763-097-07,192,163.2
57763-097-08,192,163.2
57763-097-09,192,163.2
57763-561-06,192,163.2
57763-561-07,192,163.2
57763-561-08,192,163.2
57763-561-09,192,163.2
57764-097-06,152,129.2
57764-097-07,152,129.2
57764-097-08,152,129.2
57764-097-09,152,129.2
57759-576-06,144,122.4
57759-576-07,144,122.4
57759-576-08,144,122.4
57759-576-09,144,122.4
57401-028-10,169,143.65
57720-396-07,208,176.8
57720-396-08,208,176.8
57720-396-09,208,176.8
57720-396-10,208,176.8
57761-097-09,192,163.2
57761-097-06,192,163.2
57761-097-07,192,163.2
57761-097-08,192,163.2
57761-561-06,192,163.2
57761-561-07,192,163.2
57761-561-08,192,163.2
57761-561-09,192,163.2
57761-576-06,192,163.2
57761-576-07,192,163.2
57761-576-08,192,163.2
57761-576-09,192,163.2
57068-281-01,196,166.6
57068-281-02,196,166.6
57068-281-03,196,166.6
57730-011-06,143,121.55
57730-011-07,143,121.55
57730-011-08,143,121.55
57730-011-09,143,121.55
57729-488-06,159,135.15
57729-488-07,159,135.15
57729-488-09,159,135.15
57729-488-08,159,135.15
57663-023-02,244,207.4
57663-023-03,244,207.4
57663-023-04,244,207.4
57663-023-05,244,207.4
57664-027-02,259,181
57664-027-03,259,181
57664-027-04,259,181
57664-027-05,259,181
57664-019-02,259,181
57664-019-03,259,181
57664-019-04,259,181
57664-019-05,259,181
57661-396-06,259,220.15
57661-396-07,259,220.15
57661-396-08,259,220.15
57661-029-06,259,220.15
57661-029-07,259,220.15
57661-029-08,259,220.15
57661-028-06,259,220.15
57661-028-07,259,220.15
57661-028-08,259,220.15
57661-097-06,259,220.15
57661-097-07,259,220.15
57661-097-08,259,220.15
57642-022-02,114.9,97.65
57642-022-01,114.9,97.65
57642-022-03,114.9,97.65
57679-022-05,149.9,104.93
57679-022-04,149.9,104.93
57679-022-03,149.9,104.93
57679-022-02,149.9,104.93
57680-022-04,89.9,62.93
57680-022-03,89.9,62.93
57680-022-02,89.9,62.93
57517-004-04,56.9,39.8
57517-004-03,56.9,39.8
57517-004-02,56.9,39.8
57637-530-04,148,103.6
57637-530-03,148,103.6
57637-530-02,148,103.6
57640-332-05,236,200.6
57640-332-04,236,200.6
57640-332-03,236,200.6
57640-332-02,236,200.6
57390-029-04,186,158.1
57390-029-02,186,158.1
57390-029-05,186,158.1
57390-029-03,186,158.1
57472-007-06,283,240.55
57472-007-05,283,240.55
57470-396-08,196,98
57470-396-07,196,98
57469-007-05,256,217.6
57469-007-04,256,217.6
57469-007-06,256,217.6
57469-007-02,256,217.6
57415-013-04,129,90.3
57415-013-03,129,90.3
57415-013-05,129,90.3
57415-013-02,129,90.3
57414-007-05,99,69.3
57414-007-04,99,69.3
57414-007-03,99,69.3
57414-007-02,99,69.3
57402-332-10,214,181.9
57402-332-09,214,181.9
57402-332-08,214,181.9
57402-332-07,214,181.9
57354-247-05,193,164.05
57354-247-04,193,164.05
57354-247-03,193,164.05
57354-247-02,193,164.05
57368-543-05,224,190.4
57368-543-04,224,190.4
57368-543-03,224,190.4
57368-543-02,224,190.4
57409-443-02,236,200.6
57408-082-02,256,217.6
57399-007-04,189,160.65
57399-007-03,189,160.65
57399-007-02,189,160.65
57396-488-04,169,143.65
57396-488-03,169,143.65
57396-488-02,169,143.65
57394-157-04,209,177.65
57394-157-03,209,177.65
57394-157-02,209,177.65
57398-281-02,256,217.6
57400-530-04,149,126
57400-530-03,149,126
57400-530-02,149,126
57395-157-05,188,94
57395-157-03,188,94
57395-157-02,188,94
57385-488-02,233,198.05
57385-488-04,233,198.05
57385-488-03,233,198.05
57384-488-04,209,177.65
57379-396-05,256,217.6
57379-396-04,256,217.6
57379-396-03,256,217.6
57379-396-02,256,217.6
57375-488-05,306,260.1
57375-488-04,306,260.1
57375-488-03,306,260.1
57375-488-02,306,260.1
57374-530-03,113,96
57374-530-04,113,96
57374-530-02,113,96
57371-530-04,148,125.8
57371-530-03,148,125.8
57371-530-02,148,125.8
57362-556-07,240,204
57362-556-06,240,204
57362-556-05,240,204
57362-556-04,240,204
57360-556-05,252,214.2
57356-488-07,228,193.8
57356-488-06,228,193.8
57356-488-05,228,193.8
57356-488-04,228,193.8
56118-576-03,334,283.9
57151-023-02,99.6,49.8
57151-023-01,99.6,49.8
57144-060-03,79.7,29
57144-060-02,79.7,29
57144-060-01,79.7,29
57118-011-04,56,22
57118-011-03,56,22
57118-011-02,56,22
57210-060-02,89,44.5
57210-060-01,89,44.5
56064-281-02,168,142.8
57110-058-01,54,19
57110-058-02,54,19
57155-003-05,38.9,19.45
57155-003-04,38.9,19.45
57155-003-03,38.9,19.45
57155-003-02,38.9,19.45
57155-003-01,38.9,19.45
57010-019-05,227,109
57010-019-09,227,109
57010-019-07,227,109
57010-019-04,227,109
57005-281-05,255,216.75
57005-281-04,255,216.75
57005-281-03,255,216.75
57005-281-02,255,216.75
57003-051-02,175,89
57002-488-04,276,138
57002-488-02,276,138
57002-488-03,276,138
57002-488-05,276,138
56072-003-05,189,160.65
56072-003-04,189,160.65
56072-003-03,189,160.65
56072-003-02,189,160.65
56818-488-02,289,99
56818-488-03,289,99
56818-488-04,289,99
56904-019-03,240,204
56900-547-03,369,313.65
56066-561-02,199,169.15
56066-561-05,199,169.15
56405-011-04,419,356.15
56004-015-06,216,183.6
56004-015-07,216,183.6
56004-015-08,216,183.6
56138-097-07,229,
56138-097-06,229,
56138-097-05,229,
56658-443-04,344,149
56003-396-05,176,149.6
56003-396-03,176,149.6
56452-043-05,246,139
56452-043-04,246,139
56452-043-06,246,139
56662-465-06,178,151.3
56407-097-03,336,149
56639-281-02,199,99
56639-281-03,199,99
56639-281-04,199,99
56634-281-02,139,118.15
56634-281-03,139,118.15
56634-281-04,139,118.15
56114-003-04,236,200.6
56114-003-03,236,200.6
56114-003-05,236,200.6
56114-003-02,236,200.6
56484-501-03,135,114.75
56484-501-02,135,114.75
56484-501-04,135,114.75
55077-007-03,196,166.6
55077-007-02,196,166.6
56127-396-03,248,210.8
56127-396-05,248,210.8
56127-396-04,248,210.8
56091-097-08,252,214.2
56032-012-04,254,215.9
56065-007-05,219,186.15
56065-007-04,219,186.15
56065-007-03,219,186.15
56065-007-02,219,186.15
56067-003-04,159,89
56067-003-03,159,89
56067-003-02,159,89
56058-007-05,189,160.65
56058-007-03,189,160.65
56058-007-04,189,160.65
56058-007-02,189,160.65
56076-550-04,155,131.75
56068-556-02,199,169.15
56068-556-03,199,169.15
56068-556-04,199,169.15
55677-015-03,119,101.15
54202-020-04,184,156.4
53741-007-04,439,373.15
55071-003-02,133,113
52860-015-05,151,128.35
53643-281-03,390,331.5
53643-281-06,390,331.5
52437-022-04,137,49.99
52437-022-02,137,49.99
52437-022-03,137,49.99
